Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
1,51,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Person,40205,1244454,2021/08/09 12:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,295.67,8,8448,7472
0,33,White,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Person,40205,1244454,2021/08/09 12:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,295.67,8,8448,7473
1,49,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40212,1244637,2021/08/09 12:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,658.74,5,44400,7474
1,29,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40291,1244691,2021/08/09 12:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,231.66,2,14400,7475
0,8,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40291,1244691,2021/08/09 12:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,231.66,2,14400,7476
0,1,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40291,1244691,2021/08/09 12:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,231.66,2,14400,7477
1,59,White,Female,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40216,1244813,2021/08/09 13:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,201.83,1,9072,7478
0,13,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1244813,2021/08/09 13:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,201.83,1,9072,7479
1,27,Others,Female,Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40258,1244765,2021/08/09 13:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,92.15,14,33139.68,7480
0,10,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40216,1334319,2021/10/13 09:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,200.46,12,0,7481
1,26,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40203,1245018,2021/08/09 13:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,139.61,4,0,7482
0,3,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40203,1245018,2021/08/09 13:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,139.61,4,0,7483
1,36,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40213,1245798,2021/08/09 16:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,714.58,21,3681.84,7484
0,18,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40213,1245798,2021/08/09 16:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,714.58,21,3681.84,7485
0,9,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40213,1245798,2021/08/09 16:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,714.58,21,3681.84,7486
1,50,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40211,1250216,2021/08/11 13:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,4,0,7487
1,27,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40216,1246075,2021/08/10 09:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,120.83,1,33504,7488
0,29,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40216,1246075,2021/08/10 09:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,120.83,1,33504,7489
1,20,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40299,1246134,2021/08/10 09:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,391.54,11,2400,7490
1,37,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Person,40229,1246170,2021/08/10 09:23:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,13,0,7491
0,1,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40215,1381368,2021/11/05 11:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,282.61,3,0,7492
1,37,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40212,1450724,2021/12/10 12:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,899.2,5,20280,7493
0,6,African American,Male,Non-Hispanic,Not Disabled,Technical/Trade School,Unemployed(Not in Labor Force),Single Person,40210,1428042,2021/12/01 14:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,344.63,3,9528,7494
0,1,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40212,1450724,2021/12/10 12:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,899.2,5,20280,7495
1,39,White,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40214,1242518,2021/08/06 14:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,24000,7496
0,12,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40210,1428042,2021/12/01 14:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,344.63,3,9528,7497
0,21,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40214,1242518,2021/08/06 14:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,24000,7498
1,57,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Long - Term, more than 6 months)",Single Person,40216,1460310,2021/12/17 16:38:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,3,0,7499
1,24,Mixed Race,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40215,1533963,2022/01/31 15:54:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,0,7500
1,39,Mixed Race,Female,Non-Hispanic,Disabled,High School Graduate,Employed Full-Time,Single Person,40214,1232247,2021/08/02 16:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,478.2,21,39810.72,7501
1,43,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40223,1241378,2021/08/06 10:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,7,57600,7502
0,22,Mixed Race,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40223,1241378,2021/08/06 10:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,7,57600,7503
0,22,Mixed Race,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40223,1241378,2021/08/06 10:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,7,57600,7504
1,44,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40272,1241360,2021/08/06 10:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,345.81,25,63912,7505
0,24,White,Male,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Long - Term, more than 6 months)",Single Person,40272,1241360,2021/08/06 10:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,345.81,25,63912,7506
0,16,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40272,1241360,2021/08/06 10:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,345.81,25,63912,7507
0,48,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Person,40272,1241360,2021/08/06 10:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,345.81,25,63912,7508
1,45,White,Female,Non-Hispanic,Disabled,Equivalency Diploma (GED),Unemployed(Not in Labor Force),Two Parent Household,40215,1250576,2021/08/11 14:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,13372.8,7509
0,48,White,Male,Non-Hispanic,Not Disabled,Unknown,Employed Full-Time,Two Parent Household,40215,1250576,2021/08/11 14:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,13372.8,7510
0,45,White,Female,Non-Hispanic,Unknown,Unknown,Unknown,Two Parent Household,40215,1250576,2021/08/11 14:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,13372.8,7511
1,58,African American,Male,Non-Hispanic,Disabled,High School Graduate,Retired,Two Parent Household,40207,1465483,2021/12/28 09:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,9,15156,7512
0,17,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Parent Household,40215,1250576,2021/08/11 14:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,13372.8,7513
0,16,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Parent Household,40215,1250576,2021/08/11 14:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,13372.8,7514
0,58,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Two Parent Household,40207,1465483,2021/12/28 09:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,9,15156,7515
1,46,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40212,1667032,2022/04/04 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,998.75,5,26226.6,7516
0,5,African American,Female,Non-Hispanic,Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40207,1465483,2021/12/28 09:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,9,15156,7517
1,34,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40216,1241635,2021/08/06 10:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,413.4,1,39072,7518
0,14,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40216,1241635,2021/08/06 10:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,413.4,1,39072,7519
0,7,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40216,1241635,2021/08/06 10:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,413.4,1,39072,7520
1,31,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Person,40214,1241800,2021/08/06 11:24:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,207.45,25,84522.24,7521
1,61,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unknown,Single Person,40208,1254287,2021/08/13 10:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,493.64,3,0,7522
1,75,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Retired,Single Person,40215,1245201,2021/08/09 14:23:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,0,7523
1,33,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40208,1237397,2021/08/04 14:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,219.36,4,0,7524
1,71,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40203,1467435,2021/12/29 17:05:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,488.78,5,9778.8,7525
1,38,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40218,1232589,2021/08/03 09:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,302.17,10,0,7526
1,46,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40210,1232697,2021/08/03 09:29:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,312.81,3,72000,7527
0,14,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40210,1232697,2021/08/03 09:29:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,312.81,3,72000,7528
1,32,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Employed Part-Time,Single Parent Female,40216,1321595,2021/10/04 11:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,250.48,1,13498.56,7529
0,12,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1321595,2021/10/04 11:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,250.48,1,13498.56,7530
0,9,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1321595,2021/10/04 11:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,250.48,1,13498.56,7531
1,51,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40211,1233493,2021/08/03 11:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,527.82,1,0,7532
0,21,White,Male,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40211,1233493,2021/08/03 11:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,527.82,1,0,7533
0,12,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40211,1233493,2021/08/03 11:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,527.82,1,0,7534
0,10,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40211,1233493,2021/08/03 11:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,527.82,1,0,7535
1,61,White,Female,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40214,1234022,2021/08/03 13:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,725.78,0,27792,7536
1,57,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40291,1234029,2021/08/03 13:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,22,45000,7537
0,28,White,Male,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40214,1234022,2021/08/03 13:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,725.78,0,27792,7538
1,29,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Part-Time,Multigenerational Household,40258,1378713,2021/11/04 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,790.21,14,23400,7539
0,58,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40291,1234029,2021/08/03 13:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,22,45000,7540
0,35,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Part-Time,Multigenerational Household,40258,1378713,2021/11/04 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,790.21,14,23400,7541
0,74,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Multigenerational Household,40258,1378713,2021/11/04 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,790.21,14,23400,7542
0,10,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40258,1378713,2021/11/04 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,790.21,14,23400,7543
0,6,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40258,1378713,2021/11/04 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,790.21,14,23400,7544
1,23,Unknown,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40219,1234443,2021/08/03 14:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,587.43,21,0,7545
0,23,Others,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40219,1234443,2021/08/03 14:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,587.43,21,0,7546
1,59,White,Male,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Long - Term, more than 6 months)",Single Person,40205,1234630,2021/08/03 14:39:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,824.59,8,0,7547
1,29,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40219,1275383,2021/08/26 11:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,262.6,24,0,7548
0,5,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40219,1275383,2021/08/26 11:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,262.6,24,0,7549
1,90,White,Male,Non-Hispanic,Unknown,Unknown,Retired,Single Person,40215,1235120,2021/08/03 15:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,0,28800,7550
0,7,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40211,1246798,2021/08/10 11:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,0,0,7551
0,6,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1210128,2021/07/22 14:19:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,1,110262.48,7552
0,5,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40211,1246798,2021/08/10 11:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,0,0,7553
1,56,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Multigenerational Household,40211,1210886,2021/07/22 16:52:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,1,14400,7554
0,4,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40211,1246798,2021/08/10 11:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,0,0,7555
1,37,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40203,1210560,2021/07/22 15:19:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,596.72,6,52800,7556
1,36,African American,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40216,1210852,2021/07/22 16:41:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,1,0,7557
0,12,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1210852,2021/07/22 16:41:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,1,0,7558
0,20,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40216,1210852,2021/07/22 16:41:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,1,0,7559
1,27,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40229,1210719,2021/07/22 15:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,537.68,13,13896,7560
0,11,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1210852,2021/07/22 16:41:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,1,0,7561
0,7,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40229,1210719,2021/07/22 15:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,537.68,13,13896,7562
0,3,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40229,1210719,2021/07/22 15:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,537.68,13,13896,7563
0,17,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40216,1210852,2021/07/22 16:41:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,1,0,7564
0,1,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40229,1210719,2021/07/22 15:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,537.68,13,13896,7565
